Pick,Round,Player,School,Position,Team,ReachValue,Points,Date,State
122,4,Trey Sermon,Ohio State,RB,New England (Trade),-9,8,2021-03-24,Ohio
123,4,D'Wayne Eskridge,Western Michigan,WRS,Miami,+39,8,2021-03-24,Michigan
124,4,Kellen Mond,Texas A&M,QB,Washington,-10,8,2021-03-24,Texas
125,4,K.J. Britt,Auburn,ILB,Minnesota (Trade),-10,8,2021-03-24,Alabama
126,4,Drake Jackson,Kentucky,OC,Tennessee,+20,8,2021-03-24,Kentucky
127,4,Tutu Atwell,Louisville,WRS,Indianapolis,+32,8,2021-03-24,Kentucky
128,4,Keith Taylor,Washington,CB,Pittsburgh,+0,8,2021-03-24,Washington
129,4,Sage Surratt,Wake Forest,WR,Seattle,+20,8,2021-03-24,North Carolina
130,4,Khalil Herbert,Virginia Tech,RBC,Jacksonville (Trade),+14,8,2021-03-24,Virginia
131,4,James Hudson,Cincinnati,OT,Baltimore,-15,8,2021-03-24,Ohio
132,4,Tedarrell Slaton,Florida,DL1T,Cleveland,+3,8,2021-03-24,Florida
133,4,Cary Angeline,NC State,TE,New Orleans,+10,8,2021-03-24,North Carolina
134,4,Daelin Hayes,Notre Dame,EDGE,Minnesota (Trade),-29,8,2021-03-24,Indiana
135,4,Demetric Felton,UCLA,RBC,Green Bay,-3,8,2021-03-24,California
136,4,Monty Rice,Georgia,OLB,Kansas City,+0,8,2021-03-24,Georgia
137,4,Ihmir Smith-Marsette,Iowa,WR,Tampa Bay,+13,8,2021-03-24,Iowa
138,4,Robert Hainsey,Notre Dame,OT,Dallas (Comp),-41,8,2021-03-24,Indiana
139,4,Ta'Quon Graham,Texas,DL3T,New England (Comp),+0,8,2021-03-24,Texas
140,4,Jimmy Morrissey,Pitt,OC,Pittsburgh (Comp),-20,8,2021-03-24,Pennsylvania
141,4,Olaijah Griffin,USC,CB,LA Rams (Comp),+11,8,2021-03-24,California
142,4,Josh Imatorbhebhe,Illinois,WR,Green Bay (Comp),-7,8,2021-03-24,Illinois
143,4,Kylin Hill,Mississippi State,RBC,Minnesota (Comp),+2,8,2021-03-24,Mississippi
144,4,Jordan Smith,UAB,EDGE,Kansas City (Comp),-6,8,2021-03-24,Alabama
145,4,Tariq Thompson,San Diego State,S,Jacksonville,+12,8,2021-03-24,California
146,4,Trey Hill,Georgia,OC,NY Jets,+24,8,2021-03-24,Georgia
147,5,Jack Anderson,Texas Tech,OG,Houston,-5,7,2021-03-24,Texas
148,5,Bobby Brown III,Texas A&M,DL1T,Atlanta,-5,7,2021-03-24,Texas
149,5,Kylen Granson,SMU,TE,Cincinnati,+12,7,2021-03-24,Texas
150,5,Sam Ehlinger,Texas,QB,Philadelphia,-14,7,2021-03-24,Texas
151,5,Paddy Fisher,Northwestern,ILB,Carolina,-10,7,2021-03-24,Illinois
152,5,Rhamondre Stevenson,Oklahoma,RB,Denver,+7,7,2021-03-24,Oklahoma
153,5,Jamien Sherwood,Auburn,S,Detroit,+13,7,2021-03-24,Alabama
154,5,Damon Hazelton,Missouri,WR,NY Jets (Trade),+22,7,2021-03-24,Missouri
155,5,Nico Collins,Michigan,WR,San Francisco,+11,7,2021-03-24,Michigan
156,5,Tommy Togiai,Ohio State,DL3T,Philadelphia (Trade),+9,7,2021-03-24,Ohio
157,5,Thomas Graham Jr.,Oregon,CB,Minnesota,+1,7,2021-03-24,Oregon
158,5,JaCoby Stevens,LSU,S,Houston (Trade),+10,7,2021-03-24,Louisiana
159,5,Alaric Jackson,Iowa,OT,LA Chargers,-24,7,2021-03-24,Iowa
160,5,Tommy Kraemer,Notre Dame,OG,Arizona,-5,7,2021-03-24,Indiana
161,5,Tommy Tremble,Notre Dame,TE,Buffalo (Trade),-48,7,2021-03-24,Indiana
162,5,Darren Hall,San Diego State,CB,Las Vegas (Trade),+8,7,2021-03-24,California
163,5,Brady Christensen,BYU,OT,Washington,-22,7,2021-03-24,Utah
164,5,Sadarius Hutcherson,South Carolina,OG,Chicago,-6,7,2021-03-24,South Carolina
165,5,Shaka Toney,Penn State,EDGE,Indianapolis,-4,7,2021-03-24,Pennsylvania
166,5,Adrian Ealy,Oklahoma,OT,Tennessee,-21,7,2021-03-24,Oklahoma
167,5,Jaret Patterson,Buffalo,RB,Las Vegas (Trade),-1,7,2021-03-24,New York
168,5,Jose Borregales,Miami (FL),PK,Minnesota (Trade),-6,7,2021-03-24,Florida
169,5,Donovan Stiner,Florida,S,Cleveland (Trade),+14,7,2021-03-24,Florida
170,5,Noah Gray,Duke,TE,Jacksonville (Trade),-14,7,2021-03-24,North Carolina
171,5,Tyler Vaughns,USC,WR,Baltimore,+20,7,2021-03-24,California
172,5,Malik Herring,Georgia,DL5T,San Francisco (Trade),+13,7,2021-03-24,Georgia
173,5,Milton Williams,Louisiana Tech,EDGE,Green Bay,-34,7,2021-03-24,Louisiana
174,5,Javian Hawkins,Louisville,RBC,Buffalo,-8,7,2021-03-24,Kentucky
175,5,Tommy Doyle,Miami (OH),OT,Kansas City,-20,7,2021-03-24,Ohio
176,5,Amen Ogbongbemiga,Oklahoma State,OLB,Tampa Bay,-16,7,2021-03-24,Oklahoma
177,5,Jamin Davis,Kentucky,ILB,New England (Comp),-17,7,2021-03-24,Kentucky
178,5,Camryn Bynum,California,CB,Green Bay (Comp),+5,7,2021-03-24,California
179,5,Amari Rodgers,Clemson,WR,Dallas (Comp),+22,7,2021-03-24,South Carolina
180,6,Richard LeCounte III,Georgia,S,San Francisco (Comp),+18,6,2021-03-24,Georgia
181,6,Shemar Jean-Charles,Appalachian State,CB,Kansas City (Comp),+23,6,2021-03-24,North Carolina
182,6,Shane Buechele,SMU,QB,Atlanta (Comp),+7,6,2021-03-24,Texas
183,6,Marco Wilson,Florida,CB,Atlanta (Comp),+17,6,2021-03-24,Florida
184,6,Damar Hamlin,Pitt,S,Baltimore (Comp),-2,6,2021-03-24,Pennsylvania
185,6,Xavier Kelly,Arkansas,DL3T,LA Chargers (Trade),+5,6,2021-03-24,Arkansas
186,6,Wyatt Hubert,Kansas State,EDGE,NY Jets (Trade),+15,6,2021-03-24,Kansas
187,6,Michal Menet,Penn State,OC,Atlanta,-3,6,2021-03-24,Pennsylvania
188,6,Trill Williams,Syracuse,CB,New England (Trade),+21,6,2021-03-24,New York
189,6,D.J. Daniel,Georgia,CB,Philadelphia,+17,6,2021-03-24,Georgia
190,6,Khyiris Tonga,BYU,DL1T,Cincinnati,-24,6,2021-03-24,Utah
191,6,Brady White,Memphis,QB,Denver,-14,6,2021-03-24,Tennessee
192,6,Matt Bushman,BYU,TE,Dallas (Trade),-4,6,2021-03-24,Utah
193,6,Larry Borom,Missouri,OT,Carolina,-20,6,2021-03-24,Missouri
194,6,Naquan Jones,Michigan State,DL1T,San Francisco,-33,6,2021-03-24,Michigan
195,6,Joshua Kaindoh,Florida State,EDGE,Houston (Trade),+19,6,2021-03-24,Florida
196,6,T.J. Vasher,Texas Tech,WR,NY Giants,+3,6,2021-03-24,Texas
197,6,Victor Dimukeje,Duke,EDGE,New England,+19,6,2021-03-24,North Carolina
198,6,Tyree Gillespie,Missouri,S,LA Chargers,-30,6,2021-03-24,Missouri
199,6,David Moore,Grambling State,OG,Minnesota,-60,6,2021-03-24,Louisiana
200,6,Quintin Morris,Bowling Green,TE,Las Vegas,+3,6,2021-03-24,Ohio
201,6,Antjuan Simmons,Michigan State,OLB,NY Giants (Trade),-25,6,2021-03-24,Michigan
202,6,Osa Odighizuwa,UCLA,DL5T,Cincinnati (Trade),-13,6,2021-03-24,California
203,6,Elijah Mitchell,Louisiana-Lafayette,RB,Houston (Trade),-9,6,2021-03-24,Louisiana
204,6,Malcolm Koonce,Buffalo,EDGE,Chicago,+4,6,2021-03-24,New York
205,6,Tuf Borland,Ohio State,ILB,Tennessee,-49,6,2021-03-24,Ohio
206,6,Kary Vincent Jr.,LSU,CB,Indianapolis,+25,6,2021-03-24,Louisiana
207,6,Jermar Jefferson,Oregon State,RBC,Kansas City (Trade),+9,6,2021-03-24,Oregon
208,6,Brennan Eagles,Texas,WR,Chicago (Trade),+6,6,2021-03-24,Texas
209,6,D'Ante Smith,East Carolina,OT,LA Rams,-46,6,2021-03-24,North Carolina
210,6,Shi Smith,South Carolina,WRS,Baltimore,+7,6,2021-03-24,South Carolina
211,6,O'Bryan Goodson,Memphis,DL3T,Cleveland,-40,6,2021-03-24,Tennessee
212,6,Dan Moore Jr.,Texas A&M,OT,Houston (Trade),-54,6,2021-03-24,Texas
213,6,Robert Rochell,Central Arkansas,CB,Buffalo,+24,6,2021-03-24,Arkansas
214,6,Kendrick Green,Illinois,OG,Green Bay,-54,6,2021-03-24,Illinois
215,7,Calvin Ashley,Florida A&M,OG,Tennessee (Trade),-46,5,2021-03-24,Florida
216,7,Cole Van Lanen,Wisconsin,OT,Pittsburgh (Trade),-51,5,2021-03-24,Wisconsin
217,7,Mustafa Johnson,Colorado,DL5T,Tampa Bay (Comp),+1,5,2021-03-24,Colorado
218,7,Cameron Sample,Tulane,EDGE,New Orleans (Comp),-3,5,2021-03-24,Louisiana
219,7,Tamorrion Terry,Florida State,WR,Atlanta (Comp),+15,5,2021-03-24,Florida
220,7,Jalen Camp,Georgia Tech,WR,Green Bay (Comp),-59,5,2021-03-24,Georgia
221,7,Isaiahh Loudermilk,Wisconsin,DL5T,Chicago (Comp),+4,5,2021-03-24,Wisconsin
222,7,Kelvin Joseph,Kentucky,CB,Carolina (Comp),+34,5,2021-03-24,Kentucky
223,7,Davis Mills,Stanford,QB,Minnesota (Comp),+12,5,2021-03-24,California
224,7,Larry Rountree III,Missouri,RBC,Philadelphia (Comp),+18,5,2021-03-24,Missouri
225,7,Mark Webb,Georgia,S,Philadelphia (Comp),-23,5,2021-03-24,Georgia
226,7,Marquez Stevenson,Houston,WR,Carolina (Comp),+16,5,2021-03-24,Texas
227,7,Tony Fields II,West Virginia,OLB,Dallas (Comp),-4,5,2021-03-24,West Virginia
228,7,Ryan McCollum,Texas A&M,OC,Chicago (Comp),-9,5,2021-03-24,Texas
229,7,Jordon Scott,Oregon,DL1T,New Orleans (Trade),-35,5,2021-03-24,Oregon
230,7,Drew Dalman,Stanford,OC,San Francisco (Trade),-35,5,2021-03-24,California
231,7,Pooka Williams,Kansas,RBC,Miami (Trade),-1,5,2021-03-24,Kansas
232,7,Lorenzo Neal,Purdue,DL1T,Tennessee (Trade),-42,5,2021-03-24,Indiana
233,7,Kyree Campbell,Florida,DL3T,Houston (Trade),-39,5,2021-03-24,Florida
234,7,Erroll Thompson,Mississippi State,ILB,Philadelphia,-46,5,2021-03-24,Mississippi
235,7,Grant Stuard,Houston,OLB,Cincinnati (Trade),-3,5,2021-03-24,Texas
236,7,Garret Wallow,TCU,OLB,Buffalo (Trade),-11,5,2021-03-24,Texas
237,7,Frank Darby,Arizona State,WR,Denver,+18,5,2021-03-24,Arizona
238,7,Brenden Knox,Marshall,RB,Dallas,+3,5,2021-03-24,West Virginia
239,7,Jonathon Cooper,Ohio State,EDGE,Denver (Trade),+15,5,2021-03-24,Ohio
240,7,Carlo Kemp,Michigan,DL5T,Philadelphia (Trade),+18,5,2021-03-24,Michigan
241,7,Tre' McKitty,Georgia,TE,LA Chargers,+16,5,2021-03-24,Georgia
242,7,Max Richardson,Boston College,OLB,New England,+2,5,2021-03-24,Massachusetts
243,7,Briley Moore,Kansas State,TE,Arizona,+7,5,2021-03-24,Kansas
244,7,Deommodore Lenoir,Oregon,CB,Washington (Trade),+36,5,2021-03-24,Oregon
245,7,Trevon Grimes,Florida,WR,Pittsburgh (Trade),+22,5,2021-03-24,Florida
246,7,Patrick Johnson,Tulane,EDGE,Washington,+2,5,2021-03-24,Louisiana
247,7,Spencer Brown,UAB,RB,Arizona (Trade),-3,5,2021-03-24,Alabama
248,7,Pro Wells,TCU,TE,Indianapolis,+2,5,2021-03-24,Texas
249,7,Anthony Hines,Texas A&M,OLB,Jacksonville (Trade),-3,5,2021-03-24,Texas
250,7,Tay Gowan,UCF,CB,Seattle,+32,5,2021-03-24,Florida
251,7,Ambry Thomas,Michigan,CB,Tampa Bay (Trade),+22,5,2021-03-24,Michigan
252,7,Chris Brown,Texas,S,LA Rams,-1,5,2021-03-24,Texas
253,7,Landon Young,Kentucky,OT,Denver (Trade),-45,5,2021-03-24,Kentucky
254,7,K.J. Costello,Mississippi State,QB,Pittsburgh (Trade),-4,5,2021-03-24,Mississippi
255,7,Kayode Awosika,Buffalo,OT,New Orleans,-45,5,2021-03-24,New York
256,0,Nate Hobbs,Illinois,CB,Green Bay,-81,0,2021-03-24,Illinois
257,0,Torrance Marable,Coastal Carolina,RBC,Cleveland (Trade),-19,0,2021-03-24,South Carolina
258,0,Elijah Ponder,Cincinnati,DL5T,Miami (Trade),+15,0,2021-03-24,Ohio
259,0,James Wiggins,Cincinnati,S,Tampa Bay,-10,0,2021-03-24,Ohio
